id,functional,functional needs repair,non functional,prob_repair_needed,prob_repair_needed_people
15031,0.51,0.13,0.36,0.49,122.5
58739,0.01,0.0,0.99,0.99,0.99
8089,0.08,0.04,0.88,0.92,276.0
21828,0.42,0.21,0.37,0.58,421.65999999999997
7638,0.28,0.01,0.71,0.72,252.0
56568,0.85,0.04,0.11,0.15,22.5
29502,1.0,0.0,0.0,0.0,0.0
14198,0.47,0.01,0.52,0.53,0.0
63751,0.03,0.01,0.96,0.97,194.0
5928,0.79,0.2,0.01,0.21000000000000002,0.0
42267,1.0,0.0,0.0,0.0,0.0
69493,0.4,0.03,0.57,0.6,0.0
64556,1.0,0.0,0.0,0.0,0.0
22629,0.76,0.01,0.23,0.24000000000000002,0.24000000000000002
49173,0.99,0.01,0.0,0.01,0.0
2358,0.25,0.1,0.65,0.75,172.5
32709,0.99,0.0,0.01,0.01,0.0
28752,0.77,0.09,0.14,0.23,42.09
7917,0.92,0.03,0.05,0.08,36.0
29189,1.0,0.0,0.0,0.0,0.0
2159,0.0,0.0,1.0,1.0,1.0
43104,0.58,0.0,0.42,0.42,0.0
43457,0.46,0.0,0.54,0.54,388.8
36883,0.0,0.0,1.0,1.0,1.0
24201,0.74,0.03,0.23,0.26,0.0
40839,0.13,0.0,0.87,0.87,0.0
27603,1.0,0.0,0.0,0.0,0.0
58623,0.81,0.15,0.04,0.19,0.0
3144,0.86,0.05,0.09,0.14,63.00000000000001
42970,0.01,0.0,0.99,0.99,0.0
30336,0.77,0.03,0.2,0.23,276.0
56071,0.98,0.0,0.02,0.02,13.06
53451,0.04,0.0,0.96,0.96,443.52
35703,0.0,0.0,1.0,1.0,160.0
39991,0.0,0.0,1.0,1.0,0.0
30947,0.02,0.21,0.77,0.98,0.0
22468,0.6,0.0,0.4,0.4,8.0
62861,0.85,0.1,0.05,0.15000000000000002,45.00000000000001
53501,0.47,0.06,0.47,0.53,265.0
56510,0.84,0.0,0.16,0.16,24.0
4508,0.68,0.03,0.29,0.31999999999999995,151.99999999999997
57787,0.02,0.13,0.85,0.98,0.0
49951,0.34,0.07,0.59,0.6599999999999999,0.6599999999999999
3872,0.58,0.0,0.42,0.42,8.4
56684,0.77,0.03,0.2,0.23,16.1
67903,0.6,0.29,0.11,0.39999999999999997,0.0
56467,0.78,0.0,0.22,0.22,11.0
38739,0.29,0.06,0.65,0.71,0.0
18343,0.93,0.01,0.06,0.06999999999999999,9.1
13767,0.99,0.0,0.01,0.01,0.0
62621,0.0,0.0,1.0,1.0,250.0
73869,0.5,0.09,0.41,0.5,115.0
70262,0.3,0.01,0.69,0.7,0.0
71693,1.0,0.0,0.0,0.0,0.0
20174,0.67,0.18,0.15,0.32999999999999996,0.0
15549,0.62,0.12,0.26,0.38,0.38
62113,0.84,0.13,0.03,0.16,0.0
29511,0.0,0.01,0.99,1.0,500.0
9501,0.05,0.01,0.94,0.95,389.5
66604,0.54,0.46,0.0,0.46,0.0
39581,0.63,0.37,0.0,0.37,36.26
36831,1.0,0.0,0.0,0.0,0.0
21060,0.03,0.01,0.96,0.97,0.0
9519,0.08,0.01,0.91,0.92,460.0
64673,0.63,0.09,0.28,0.37,0.37
32122,0.0,0.0,1.0,1.0,1.0
56799,0.16,0.84,0.0,0.84,0.0
10080,0.79,0.09,0.12,0.21,25.2
13909,0.0,0.0,1.0,1.0,0.0
22956,0.98,0.01,0.01,0.02,0.0
43508,0.0,0.0,1.0,1.0,102.0
43680,0.0,0.0,1.0,1.0,0.0
9719,0.76,0.06,0.18,0.24,0.0
45095,0.89,0.0,0.11,0.11,16.5
62238,0.51,0.0,0.49,0.49,0.0
10929,0.36,0.0,0.64,0.64,0.0
72578,0.07,0.0,0.93,0.93,0.0
3060,0.16,0.02,0.82,0.84,672.0
46841,0.01,0.0,0.99,0.99,0.0
12034,0.04,0.02,0.94,0.96,0.0
16234,0.91,0.01,0.08,0.09,10.799999999999999
9795,1.0,0.0,0.0,0.0,0.0
3641,0.38,0.0,0.62,0.62,0.0
20787,1.0,0.0,0.0,0.0,0.0
63937,0.86,0.0,0.14,0.14,14.000000000000002
36040,0.0,0.0,1.0,1.0,250.0
67076,1.0,0.0,0.0,0.0,0.0
65787,0.27,0.59,0.14,0.73,0.0
50760,0.89,0.0,0.11,0.11,1.65
31362,0.99,0.0,0.01,0.01,0.0
63329,0.68,0.12,0.2,0.32,16.0
60993,0.7,0.2,0.1,0.30000000000000004,12.000000000000002
48268,0.81,0.0,0.19,0.19,0.0
13857,0.0,0.0,1.0,1.0,0.0
62212,0.0,1.0,0.0,1.0,0.0
10234,0.96,0.0,0.04,0.04,36.0
49460,0.92,0.05,0.03,0.08,20.0
67804,0.0,0.0,1.0,1.0,0.0
60775,0.6,0.0,0.4,0.4,0.0
3648,0.96,0.01,0.03,0.04,8.0
40853,0.0,0.01,0.99,1.0,0.0
36292,1.0,0.0,0.0,0.0,0.0
67873,0.44,0.02,0.54,0.56,1400.0000000000002
33543,0.94,0.01,0.05,0.060000000000000005,0.0
64414,0.61,0.08,0.31,0.39,0.0
64541,0.93,0.01,0.06,0.06999999999999999,0.0
70060,0.78,0.02,0.2,0.22,0.0
63551,0.0,0.0,1.0,1.0,1.0
30021,0.03,0.0,0.97,0.97,291.0
11373,0.13,0.02,0.85,0.87,174.0
2006,0.4,0.09,0.51,0.6,0.0
62388,0.73,0.05,0.22,0.27,0.0
47949,0.13,0.12,0.75,0.87,335.82
23075,0.01,0.01,0.98,0.99,0.0
54591,0.99,0.0,0.01,0.01,2.0
4415,0.34,0.0,0.66,0.66,0.66
18438,0.26,0.0,0.74,0.74,185.0
47227,0.15,0.22,0.63,0.85,0.0
32803,0.9,0.0,0.1,0.1,110.0
61007,0.05,0.26,0.69,0.95,114.0
65713,1.0,0.0,0.0,0.0,0.0
4149,0.04,0.0,0.96,0.96,0.0
12758,1.0,0.0,0.0,0.0,0.0
13084,0.6,0.4,0.0,0.4,280.0
35610,0.57,0.17,0.26,0.43000000000000005,240.80000000000004
54093,0.99,0.0,0.01,0.01,0.0
42439,0.7,0.02,0.28,0.30000000000000004,36.00000000000001
40534,0.62,0.0,0.38,0.38,57.0
46477,0.73,0.05,0.22,0.27,94.5
63169,0.01,0.01,0.98,0.99,0.0
4545,0.91,0.02,0.07,0.09000000000000001,27.000000000000004
67788,0.99,0.0,0.01,0.01,3.0
70091,0.01,0.0,0.99,0.99,0.99
53996,0.93,0.01,0.06,0.06999999999999999,0.06999999999999999
17796,0.5,0.01,0.49,0.5,150.0
55847,0.56,0.1,0.34,0.44000000000000006,101.20000000000002
64785,0.38,0.3,0.32,0.62,124.0
26140,0.43,0.05,0.52,0.5700000000000001,0.0
56381,0.9,0.0,0.1,0.1,3.0
68966,0.71,0.01,0.28,0.29000000000000004,116.00000000000001
51300,0.39,0.0,0.61,0.61,146.4
51757,0.98,0.0,0.02,0.02,0.4
65640,0.48,0.47,0.05,0.52,296.40000000000003
21027,0.98,0.0,0.02,0.02,0.0
53724,0.83,0.01,0.16,0.17,42.5
26908,0.76,0.0,0.24,0.24,13.2
25652,0.59,0.12,0.29,0.41,266.5
71040,0.62,0.27,0.11,0.38,0.0
53348,0.02,0.03,0.95,0.98,0.0
19782,0.29,0.2,0.51,0.71,0.0
36271,0.78,0.21,0.01,0.22,127.6
26541,0.51,0.12,0.37,0.49,147.0
70464,0.71,0.28,0.01,0.29000000000000004,81.20000000000002
59058,0.04,0.0,0.96,0.96,0.0
56509,0.16,0.02,0.82,0.84,193.2
50996,0.97,0.02,0.01,0.03,0.0
70413,0.02,0.0,0.98,0.98,0.98
19540,0.99,0.0,0.01,0.01,0.9500000000000001
17886,0.54,0.06,0.4,0.46,115.0
2095,0.14,0.02,0.84,0.86,0.86
61538,0.34,0.03,0.63,0.66,561.0
65494,0.25,0.03,0.72,0.75,117.0
45491,0.72,0.01,0.27,0.28,112.00000000000001
37220,0.72,0.01,0.27,0.28,196.00000000000003
54218,0.0,0.0,1.0,1.0,0.0
59686,0.04,0.96,0.0,0.96,0.0
31393,0.58,0.02,0.4,0.42000000000000004,105.00000000000001
55054,0.07,0.93,0.0,0.93,0.0
21958,0.0,0.0,1.0,1.0,1.0
66499,0.58,0.0,0.42,0.42,42.0
69750,0.88,0.03,0.09,0.12,257.4
40828,0.44,0.11,0.45,0.56,560.0
10927,0.46,0.0,0.54,0.54,108.0
52853,0.52,0.47,0.01,0.48,144.0
20436,0.96,0.0,0.04,0.04,0.0
2178,0.79,0.05,0.16,0.21000000000000002,9.450000000000001
70197,0.93,0.01,0.06,0.06999999999999999,0.06999999999999999
42000,0.63,0.37,0.0,0.37,48.1
58941,1.0,0.0,0.0,0.0,0.0
61707,0.0,0.0,1.0,1.0,0.0
28955,0.0,0.0,1.0,1.0,1.0
61906,0.71,0.08,0.21,0.29,4.35
48164,0.98,0.01,0.01,0.02,0.0
45217,0.69,0.09,0.22,0.31,46.5
56244,0.84,0.09,0.07,0.16,0.0
66945,0.03,0.0,0.97,0.97,0.97
20655,0.81,0.19,0.0,0.19,0.0
7924,0.67,0.32,0.01,0.33,0.33
19171,0.07,0.02,0.91,0.93,0.93
65349,0.01,0.0,0.99,0.99,0.0
40561,0.99,0.0,0.01,0.01,0.01
1023,0.5,0.05,0.45,0.5,0.0
1508,0.94,0.05,0.01,0.060000000000000005,7.920000000000001
26647,0.94,0.0,0.06,0.06,21.0
70445,0.93,0.04,0.03,0.07,18.76
50199,0.18,0.81,0.01,0.8200000000000001,98.4
26964,0.63,0.0,0.37,0.37,103.6
32219,0.22,0.0,0.78,0.78,0.0
16046,0.7,0.07,0.23,0.30000000000000004,29.400000000000006
15737,0.45,0.02,0.53,0.55,0.0
72539,0.3,0.01,0.69,0.7,0.0
67393,0.27,0.06,0.67,0.73,0.73
29013,1.0,0.0,0.0,0.0,0.0
23734,0.5,0.0,0.5,0.5,60.0
73315,0.97,0.0,0.03,0.03,9.0
31537,0.99,0.01,0.0,0.01,2.0
6953,0.51,0.03,0.46,0.49,2450.0
41659,0.96,0.0,0.04,0.04,0.0
4867,0.0,0.0,1.0,1.0,76.0
21370,0.18,0.04,0.78,0.8200000000000001,0.8200000000000001
65133,0.23,0.45,0.32,0.77,87.01
9373,0.9,0.0,0.1,0.1,0.0
17907,0.47,0.0,0.53,0.53,95.4
71828,0.01,0.0,0.99,0.99,0.0
72894,0.66,0.02,0.32,0.34,0.0
41582,0.49,0.04,0.47,0.51,99.45
46838,1.0,0.0,0.0,0.0,0.0
70576,0.0,0.0,1.0,1.0,0.0
23323,0.48,0.01,0.51,0.52,0.52
3973,0.86,0.02,0.12,0.13999999999999999,27.999999999999996
65816,1.0,0.0,0.0,0.0,0.0
43626,0.93,0.02,0.05,0.07,1.4000000000000001
66966,0.52,0.04,0.44,0.48,0.0
24844,0.01,0.0,0.99,0.99,0.0
73066,1.0,0.0,0.0,0.0,0.0
67978,0.98,0.0,0.02,0.02,0.0
13443,0.16,0.81,0.03,0.8400000000000001,0.0
32444,0.28,0.01,0.71,0.72,576.0
8155,0.89,0.06,0.05,0.11,0.11
18982,0.53,0.06,0.41,0.47,70.5
24533,0.98,0.0,0.02,0.02,16.0
27856,0.18,0.0,0.82,0.82,0.0
56866,0.8,0.14,0.06,0.2,0.0
58445,0.23,0.03,0.74,0.77,308.0
41621,0.03,0.0,0.97,0.97,0.0
63893,0.67,0.11,0.22,0.33,82.5
11225,0.9,0.0,0.1,0.1,56.0
20613,0.0,0.07,0.93,1.0,210.0
39516,0.0,0.0,1.0,1.0,0.0
8756,1.0,0.0,0.0,0.0,0.0
10638,0.42,0.0,0.58,0.58,290.0
50885,0.99,0.0,0.01,0.01,8.2
30237,0.13,0.08,0.79,0.87,217.5
41182,0.18,0.8,0.02,0.8200000000000001,100.86000000000001
10502,0.12,0.83,0.05,0.88,0.0
50223,0.73,0.07,0.2,0.27,0.0
10319,0.31,0.06,0.63,0.69,0.0
21019,0.0,0.0,1.0,1.0,40.0
34756,0.74,0.03,0.23,0.26,23.400000000000002
57777,0.63,0.03,0.34,0.37,0.0
56844,0.86,0.01,0.13,0.14,0.0
64906,0.94,0.0,0.06,0.06,0.0
32519,0.69,0.29,0.02,0.31,124.0
63082,0.31,0.01,0.68,0.6900000000000001,172.50000000000003
15477,0.79,0.02,0.19,0.21,0.0
13846,0.02,0.0,0.98,0.98,196.0
51835,0.97,0.0,0.03,0.03,0.0
3452,0.77,0.1,0.13,0.23,34.5
27034,0.51,0.13,0.36,0.49,0.0
8371,0.0,0.0,1.0,1.0,900.0
34995,0.0,0.0,1.0,1.0,0.0
67500,0.92,0.03,0.05,0.08,6.4
18893,0.98,0.0,0.02,0.02,4.6000000000000005
8503,0.1,0.01,0.89,0.9,135.0
62636,0.72,0.01,0.27,0.28,14.000000000000002
46592,0.73,0.12,0.15,0.27,638.5500000000001
30362,0.86,0.01,0.13,0.14,0.0
29200,0.65,0.35,0.0,0.35,35.0
48207,1.0,0.0,0.0,0.0,0.0
5169,0.8,0.19,0.01,0.2,11.0
10865,0.23,0.05,0.72,0.77,115.5
48994,1.0,0.0,0.0,0.0,0.0
27483,0.88,0.04,0.08,0.12,27.119999999999997
4802,0.0,0.0,1.0,1.0,0.0
6024,0.1,0.72,0.18,0.8999999999999999,36.0
52999,0.99,0.01,0.0,0.01,0.0
12513,0.45,0.06,0.49,0.55,66.0
50674,0.0,0.0,1.0,1.0,0.0
49108,0.01,0.2,0.79,0.99,495.0
72224,0.0,0.01,0.99,1.0,250.0
13828,0.24,0.0,0.76,0.76,0.0
61051,0.0,0.0,1.0,1.0,0.0
43717,0.83,0.17,0.0,0.17,42.5
66773,0.0,0.0,1.0,1.0,360.0
52059,0.72,0.09,0.19,0.28,182.00000000000003
14014,0.93,0.05,0.02,0.07,8.4
33098,0.0,0.0,1.0,1.0,0.0
18004,0.0,0.0,1.0,1.0,1.0
49510,0.95,0.05,0.0,0.05,7.5
33775,0.62,0.02,0.36,0.38,190.0
59126,0.1,0.38,0.52,0.9,189.0
60508,0.41,0.19,0.4,0.5900000000000001,439.55000000000007
69680,1.0,0.0,0.0,0.0,0.0
32334,0.77,0.05,0.18,0.22999999999999998,43.47
49944,0.91,0.0,0.09,0.09,3.15
37219,0.16,0.59,0.25,0.84,0.0
34876,0.0,0.0,1.0,1.0,0.0
6160,0.77,0.02,0.21,0.22999999999999998,1089.05
14998,0.48,0.02,0.5,0.52,1144.0
51635,0.74,0.05,0.21,0.26,141.96
25806,0.8,0.12,0.08,0.2,71.2
28063,0.95,0.0,0.05,0.05,3.0
24315,0.66,0.04,0.3,0.33999999999999997,0.33999999999999997
19994,0.0,0.0,1.0,1.0,0.0
14533,0.82,0.01,0.17,0.18000000000000002,0.0
22102,0.63,0.03,0.34,0.37,34.41
55097,0.02,0.0,0.98,0.98,0.0
52399,0.86,0.03,0.11,0.14,0.0
21410,0.88,0.02,0.1,0.12000000000000001,18.0
50788,0.48,0.0,0.52,0.52,6.24
30143,0.31,0.03,0.66,0.6900000000000001,41.400000000000006
31438,0.72,0.14,0.14,0.28,0.0
50605,0.12,0.02,0.86,0.88,0.0
38138,0.01,0.0,0.99,0.99,79.2
37714,0.64,0.04,0.32,0.36,144.0
12458,0.0,0.0,1.0,1.0,0.0
63847,0.0,0.0,1.0,1.0,0.0
38941,0.04,0.0,0.96,0.96,0.0
58006,0.73,0.01,0.26,0.27,135.0
3701,0.34,0.0,0.66,0.66,0.0
63176,0.59,0.28,0.13,0.41000000000000003,94.30000000000001
32907,0.69,0.31,0.0,0.31,108.5
63884,0.13,0.01,0.86,0.87,0.87
22345,0.0,0.04,0.96,1.0,1.0
58020,0.9,0.04,0.06,0.1,10.0
6689,0.01,0.0,0.99,0.99,59.4
26308,0.03,0.06,0.91,0.97,0.0
14398,0.23,0.01,0.76,0.77,154.0
14818,1.0,0.0,0.0,0.0,0.0
6353,0.81,0.11,0.08,0.19,0.0
43839,0.01,0.0,0.99,0.99,297.0
2840,0.3,0.06,0.64,0.7,175.0
59264,0.46,0.07,0.47,0.54,0.0
8560,0.53,0.09,0.38,0.47,564.0
21778,0.0,0.0,1.0,1.0,100.0
1718,0.0,0.0,1.0,1.0,250.0
67618,0.1,0.0,0.9,0.9,0.0
66982,0.02,0.0,0.98,0.98,0.0
48558,0.79,0.12,0.09,0.21,25.2
44952,0.67,0.07,0.26,0.33,0.33
68081,0.07,0.03,0.9,0.93,139.5
7118,0.57,0.01,0.42,0.43,52.89
53226,0.76,0.06,0.18,0.24,0.0
72612,0.0,0.0,1.0,1.0,20.0
15657,0.76,0.23,0.01,0.24000000000000002,76.80000000000001
15032,0.02,0.0,0.98,0.98,0.0
71183,0.0,0.0,1.0,1.0,0.0
47231,1.0,0.0,0.0,0.0,0.0
59893,0.9,0.03,0.07,0.1,30.0
18294,0.05,0.0,0.95,0.95,190.0
2375,0.0,0.0,1.0,1.0,0.0
24452,0.76,0.02,0.22,0.24,38.4
60068,0.7,0.0,0.3,0.3,60.0
22177,0.94,0.01,0.05,0.060000000000000005,0.0
15599,0.64,0.02,0.34,0.36000000000000004,61.20000000000001
58770,0.85,0.13,0.02,0.15,90.0
33128,0.68,0.13,0.19,0.32,153.6
6079,0.76,0.13,0.11,0.24,36.0
13266,1.0,0.0,0.0,0.0,0.0
35442,0.85,0.02,0.13,0.15,0.0
61825,0.01,0.04,0.95,0.99,118.8
41385,0.95,0.01,0.04,0.05,29.5
4520,0.88,0.0,0.12,0.12,96.0
69554,0.59,0.25,0.16,0.41000000000000003,139.4
26582,0.07,0.01,0.92,0.93,399.90000000000003
45162,0.48,0.08,0.44,0.52,260.0
51277,0.17,0.0,0.83,0.83,0.0
19496,0.11,0.04,0.85,0.89,89.0
70560,0.74,0.05,0.21,0.26,0.0
22059,0.99,0.01,0.0,0.01,4.25
20955,1.0,0.0,0.0,0.0,0.0
20485,0.41,0.04,0.55,0.5900000000000001,0.0
66852,0.96,0.01,0.03,0.04,24.0
6978,0.98,0.02,0.0,0.02,4.0
48612,0.34,0.07,0.59,0.6599999999999999,0.0
71666,0.54,0.36,0.1,0.45999999999999996,69.0
24170,0.0,0.0,1.0,1.0,120.0
17850,0.39,0.0,0.61,0.61,0.0
43902,0.72,0.23,0.05,0.28,176.4
56723,0.0,0.0,1.0,1.0,0.0
64536,0.95,0.05,0.0,0.05,0.0
1233,0.53,0.3,0.17,0.47,0.0
42143,0.93,0.05,0.02,0.07,0.0
40374,0.62,0.22,0.16,0.38,53.2
32954,1.0,0.0,0.0,0.0,0.0
68984,0.83,0.03,0.14,0.17,0.0
11978,0.17,0.0,0.83,0.83,0.83
65189,0.44,0.02,0.54,0.56,0.0
16038,0.55,0.0,0.45,0.45,0.0
28449,0.1,0.01,0.89,0.9,212.4
56904,0.46,0.0,0.54,0.54,0.0
64601,0.54,0.02,0.44,0.46,0.0
72436,0.0,0.0,1.0,1.0,0.0
6144,0.8,0.0,0.2,0.2,74.0
70599,0.61,0.15,0.24,0.39,0.0
70655,0.0,0.0,1.0,1.0,1.0
43023,0.97,0.01,0.02,0.03,3.0
65545,0.0,0.0,1.0,1.0,30.0
31000,1.0,0.0,0.0,0.0,0.0
26482,0.66,0.02,0.32,0.34,0.0
25686,0.68,0.04,0.28,0.32,160.0
15651,1.0,0.0,0.0,0.0,0.0
19192,0.78,0.02,0.2,0.22,26.4
73785,0.92,0.01,0.07,0.08,0.0
2125,0.0,0.01,0.99,1.0,1.0
65140,0.07,0.0,0.93,0.93,1395.0
29595,0.01,0.0,0.99,0.99,0.0
5306,0.02,0.0,0.98,0.98,392.0
45147,1.0,0.0,0.0,0.0,0.0
39443,0.66,0.04,0.3,0.33999999999999997,69.69999999999999
47769,0.92,0.0,0.08,0.08,0.08
29520,0.6,0.02,0.38,0.4,600.0
69998,0.05,0.06,0.89,0.95,171.0
34484,0.02,0.04,0.94,0.98,0.98
71981,0.0,0.0,1.0,1.0,0.0
51469,0.0,0.0,1.0,1.0,197.0
17422,0.5,0.47,0.03,0.5,0.0
23257,0.94,0.05,0.01,0.060000000000000005,0.0
15856,0.96,0.0,0.04,0.04,4.8
228,0.89,0.03,0.08,0.11,0.0
35713,0.98,0.02,0.0,0.02,1.1
54385,0.02,0.0,0.98,0.98,0.0
65399,0.99,0.0,0.01,0.01,0.01
5863,0.42,0.05,0.53,0.5800000000000001,232.00000000000003
49266,0.54,0.18,0.28,0.46,188.6
24312,0.79,0.03,0.18,0.21,63.0
68374,0.78,0.0,0.22,0.22,0.0
55651,0.06,0.48,0.46,0.94,470.0
52250,1.0,0.0,0.0,0.0,0.0
74244,0.28,0.05,0.67,0.7200000000000001,259.20000000000005
61104,0.0,0.0,1.0,1.0,0.0
19955,0.99,0.0,0.01,0.01,0.0
43510,0.0,0.0,1.0,1.0,0.0
41099,0.01,0.0,0.99,0.99,841.5
51305,0.02,0.02,0.96,0.98,0.98
71832,0.9,0.1,0.0,0.1,9.600000000000001
24812,0.01,0.0,0.99,0.99,346.5
57060,0.03,0.0,0.97,0.97,0.97
3193,0.92,0.0,0.08,0.08,0.16
20040,0.0,0.0,1.0,1.0,1.0
682,0.07,0.01,0.92,0.93,0.0
47417,0.94,0.06,0.0,0.06,0.0
9536,0.56,0.3,0.14,0.44,0.0
56423,0.07,0.0,0.93,0.93,0.93
4770,1.0,0.0,0.0,0.0,0.0
10926,0.21,0.0,0.79,0.79,0.79
70775,0.99,0.01,0.0,0.01,0.0
3344,0.91,0.0,0.09,0.09,0.0
7940,0.68,0.0,0.32,0.32,48.0
41872,0.98,0.01,0.01,0.02,0.02
14226,0.0,0.98,0.02,1.0,289.0
1084,0.72,0.04,0.24,0.27999999999999997,16.799999999999997
29695,1.0,0.0,0.0,0.0,0.0
53357,0.95,0.0,0.05,0.05,0.05
38502,0.98,0.02,0.0,0.02,3.0
45263,0.13,0.02,0.85,0.87,0.0
11664,0.05,0.03,0.92,0.9500000000000001,0.9500000000000001
45951,0.92,0.01,0.07,0.08,2.8000000000000003
31956,0.79,0.17,0.04,0.21000000000000002,8.4
72722,0.01,0.01,0.98,0.99,0.99
1457,0.06,0.02,0.92,0.9400000000000001,0.0
58604,0.99,0.0,0.01,0.01,0.35000000000000003
10150,0.38,0.19,0.43,0.62,424.7
13140,0.03,0.06,0.91,0.97,0.0
4158,0.66,0.07,0.27,0.34,0.0
33365,0.62,0.14,0.24,0.38,38.0
2512,0.97,0.0,0.03,0.03,0.0
3792,0.0,0.0,1.0,1.0,0.0
41158,0.01,0.0,0.99,0.99,0.99
49470,0.04,0.0,0.96,0.96,182.4
45060,0.78,0.06,0.16,0.22,462.0
61264,0.0,0.01,0.99,1.0,0.0
42048,0.69,0.04,0.27,0.31,108.5
52317,0.98,0.02,0.0,0.02,0.0
26066,0.0,0.0,1.0,1.0,86.0
5082,0.38,0.02,0.6,0.62,124.0
39794,0.85,0.0,0.15,0.15,0.0
282,0.01,0.27,0.72,0.99,0.0
13617,0.75,0.01,0.24,0.25,62.5
70883,1.0,0.0,0.0,0.0,0.0
46582,0.36,0.02,0.62,0.64,0.64
18763,0.0,0.0,1.0,1.0,0.0
13744,0.01,0.0,0.99,0.99,0.99
71273,0.99,0.0,0.01,0.01,3.5
2447,0.33,0.2,0.47,0.6699999999999999,200.99999999999997
74063,0.97,0.0,0.03,0.03,0.3
33761,0.83,0.09,0.08,0.16999999999999998,45.559999999999995
73129,0.0,0.0,1.0,1.0,0.0
38438,0.19,0.78,0.03,0.81,0.0
66706,0.03,0.0,0.97,0.97,388.0
71117,1.0,0.0,0.0,0.0,0.0
7078,0.01,0.0,0.99,0.99,0.99
519,0.77,0.0,0.23,0.23,0.0
55708,1.0,0.0,0.0,0.0,0.0
38509,0.78,0.0,0.22,0.22,35.2
57945,0.86,0.0,0.14,0.14,7.000000000000001
27176,0.03,0.01,0.96,0.97,48.5
68377,0.45,0.01,0.54,0.55,176.0
849,0.74,0.01,0.25,0.26,31.200000000000003
47114,0.03,0.03,0.94,0.97,0.97
41438,0.97,0.0,0.03,0.03,1.5
21111,0.94,0.03,0.03,0.06,27.0
37406,0.83,0.05,0.12,0.16999999999999998,0.0
10498,0.3,0.09,0.61,0.7,0.0
34231,0.01,0.01,0.98,0.99,44.55
56341,0.04,0.49,0.47,0.96,0.96
18051,0.0,0.0,1.0,1.0,0.0
35331,0.0,0.0,1.0,1.0,0.0
58056,0.0,0.0,1.0,1.0,0.0
61167,0.72,0.0,0.28,0.28,0.0
4920,0.0,0.0,1.0,1.0,0.0
40357,0.78,0.19,0.03,0.22,0.0
43318,0.0,0.0,1.0,1.0,1.0
21087,0.13,0.58,0.29,0.8699999999999999,591.5999999999999
68111,0.61,0.01,0.38,0.39,117.0
11661,0.34,0.02,0.64,0.66,0.66
16322,1.0,0.0,0.0,0.0,0.0
49232,0.0,0.0,1.0,1.0,0.0
54765,1.0,0.0,0.0,0.0,0.0
71388,0.0,0.0,1.0,1.0,0.0
18604,0.88,0.01,0.11,0.12,86.39999999999999
44350,0.66,0.0,0.34,0.34,0.0
62598,0.16,0.02,0.82,0.84,420.0
43591,0.22,0.45,0.33,0.78,78.0
51885,0.5,0.22,0.28,0.5,175.0
13290,0.96,0.04,0.0,0.04,0.0
12485,0.0,0.0,1.0,1.0,250.0
1968,0.7,0.01,0.29,0.3,135.0
62032,0.71,0.18,0.11,0.29,0.0
13395,0.28,0.0,0.72,0.72,0.0
27384,0.32,0.21,0.47,0.6799999999999999,0.0
50484,0.2,0.04,0.76,0.8,0.8
23050,0.0,0.0,1.0,1.0,0.0
31156,0.55,0.04,0.41,0.44999999999999996,0.0
32559,0.42,0.0,0.58,0.58,56.839999999999996
70435,0.35,0.01,0.64,0.65,0.0
22655,0.93,0.06,0.01,0.06999999999999999,0.0
44573,0.01,0.0,0.99,0.99,0.99
9332,0.76,0.0,0.24,0.24,4.8
46413,0.18,0.01,0.81,0.8200000000000001,0.0
6930,0.6,0.12,0.28,0.4,93.2
7830,0.68,0.02,0.3,0.32,0.0
30613,0.92,0.0,0.08,0.08,24.0
2715,0.81,0.07,0.12,0.19,0.0
1873,0.08,0.02,0.9,0.92,1380.0
69719,0.84,0.01,0.15,0.16,0.0
31230,0.6,0.29,0.11,0.39999999999999997,103.99999999999999
57424,0.6,0.04,0.36,0.39999999999999997,3.9999999999999996
20682,0.46,0.06,0.48,0.54,135.0
23566,0.33,0.41,0.26,0.6699999999999999,0.0
38271,0.7,0.11,0.19,0.3,0.0
47572,0.99,0.0,0.01,0.01,0.0
71841,0.51,0.0,0.49,0.49,0.0
73967,0.94,0.02,0.04,0.06,0.0
60861,0.9,0.0,0.1,0.1,0.0
20526,0.72,0.17,0.11,0.28,15.400000000000002
38337,0.48,0.2,0.32,0.52,0.0
20014,0.45,0.03,0.52,0.55,0.0
57709,0.53,0.09,0.38,0.47,1977.76
19588,0.61,0.04,0.35,0.38999999999999996,105.29999999999998
27587,0.95,0.0,0.05,0.05,5.5
9984,0.95,0.04,0.01,0.05,15.0
70608,0.7,0.02,0.28,0.30000000000000004,102.00000000000001
64499,0.5,0.0,0.5,0.5,100.0
38582,1.0,0.0,0.0,0.0,0.0
359,0.0,0.0,1.0,1.0,1.0
11158,0.57,0.0,0.43,0.43,0.0
37242,1.0,0.0,0.0,0.0,0.0
71892,0.73,0.04,0.23,0.27,0.0
18826,0.96,0.01,0.03,0.04,0.0
42859,0.02,0.0,0.98,0.98,0.0
52768,0.73,0.0,0.27,0.27,0.0
34690,0.79,0.04,0.17,0.21000000000000002,0.0
28004,0.63,0.0,0.37,0.37,55.5
45813,0.68,0.07,0.25,0.32,38.4
56875,1.0,0.0,0.0,0.0,0.0
14917,0.22,0.06,0.72,0.78,0.0
30105,0.04,0.07,0.89,0.96,0.0
12955,0.61,0.06,0.33,0.39,312.0
44032,0.41,0.14,0.45,0.5900000000000001,0.0
